Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Acute Stroke,33,332,8,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Acute Stroke Hemorrhagic,13,65,18.6,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Acute Stroke Ischemic,11,227,4,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Acute Stroke Subarachnoid,9,40,24.6,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Carotid Endarterectomy,0,37,0,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,GI Hemorrhage,8,208,3.3,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Heart Failure,16,499,2.8,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Hip Fracture,1,98,1,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,PCI,12,471,2.5,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Pancreatic Resection,,,,,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",IMI,Pneumonia,20,311,7.2,As Expected,-117.104,33.47959
2020,Riverside,Temecula Valley Hospital,106334564,"Universal Health Services, I",CAB,Isolated CABG Operative Mortalit,1,106,1.097699,As Expected,-117.1,33.48
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AMI,24,345,7.6,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke,5,146,6.1,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Hemorrhagic,1,19,6.1,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Ischemic,4,127,4.9,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Subarachnoid,,,,,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Carotid Endarterectomy,0,50,0,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,GI Hemorrhage,4,153,3.4,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Heart Failure,9,365,3.1,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Hip Fracture,1,77,1.7,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,PCI,11,384,3.1,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pancreatic Resection,,,,,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pneumonia,4,176,2.1,As Expected,-117.162,33.61222
2016,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,CAB,Isolated CABG Operative Mortalit,2,108,1.53,As Expected,-117.16,33.61
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AMI,32,363,8.9,Worse,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke,20,229,11,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Hemorrhagic,11,38,25.5,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Ischemic,7,185,6.8,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Subarachnoid,2,6,20.9,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Carotid Endarterectomy,0,45,0,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,GI Hemorrhage,1,148,1.3,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Heart Failure,5,329,1.5,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Hip Fracture,0,62,0,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,PCI,24,469,5.7,Worse,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pancreatic Resection,,,,,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pneumonia,1,180,0.7,As Expected,-117.162,33.61222
2017,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,CAB,Isolated CABG Operative Mortalit,1,77,1.96,As Expected,-117.16,33.61
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AMI,28,384,9.4,Worse,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke,17,261,9.7,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Hemorrhagic,13,46,29.6,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Ischemic,3,211,2.6,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Subarachnoid,1,4,23.6,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Carotid Endarterectomy,0,36,0,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,GI Hemorrhage,4,171,2.9,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Heart Failure,6,359,1.8,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Hip Fracture,2,82,3.2,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,PCI,24,488,5.5,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pancreatic Resection,,,,,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pneumonia,6,189,3.1,As Expected,-117.162,33.61222
2018,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,CAB,Isolated CABG Operative Mortalit,3,116,4.03,As Expected,-117.16,33.61
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AAA Repair Endo Unrupture,0,10,0,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AAA Repair Open Unrupture,,,,,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AMI,25,426,7.8,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke,14,223,11,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Hemorrhagic,7,35,22.4,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Ischemic,4,183,6.3,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Subarachnoid,3,5,43.7,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Carotid Endarterectomy,0,40,0,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,GI Hemorrhage,4,212,3,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Heart Failure,11,457,3.2,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Hip Fracture,0,74,0,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,PCI,24,537,5.1,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pancreatic Resection,,,,,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pneumonia,4,278,1.5,As Expected,-117.162,33.61222
2019,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,CAB,Isolated CABG Operative Mortalit,2,119,2.69987,As Expected,-117.16,33.61
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AAA Repair Endo Unrupture,0,10,0,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AAA Repair Open Unrupture,,,,,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,AMI,26,404,7,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke,8,145,8.6,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Hemorrhagic,7,23,27.8,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Ischemic,1,122,1.6,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Acute Stroke Subarachnoid,,,,,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Carotid Endarterectomy,0,22,0,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,GI Hemorrhage,11,212,5.4,Worse,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Heart Failure,9,424,2.9,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Hip Fracture,1,88,1.5,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,PCI,28,492,5.3,As Expected,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pancreatic Resection,,,,,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,IMI,Pneumonia,22,357,9.8,Worse,-117.162,33.61222
2020,Riverside,Loma Linda University Medical Center – Murrieta,106334589,Loma Linda University,CAB,Isolated CABG Operative Mortalit,1,103,1.442328,As Expected,-117.16,33.61
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AMI,16,157,9,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke,70,666,7.6,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,36,233,14.8,Better,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,22,357,5.6,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,12,76,21.7,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,9,0,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,8,244,4,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Heart Failure,11,279,3.7,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Hip Fracture,2,144,1.3,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,PCI,,,,,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,1,31,3.7,As Expected,-121.392,38.60197
2016,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pneumonia,6,119,5.3,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AMI,6,148,3,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke,78,731,8.2,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,42,240,19.1,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,24,417,4.7,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,12,74,19.5,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,15,0,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,7,273,2.2,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Heart Failure,12,459,2.6,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Hip Fracture,1,129,1.6,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,PCI,,,,,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,2,53,5.9,As Expected,-121.392,38.60197
2017,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pneumonia,2,84,2.9,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AMI,6,142,3.1,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke,81,741,7.6,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,39,243,15.1,Better,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,30,423,5,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,12,75,22.2,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,6,0,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,11,264,3.4,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Heart Failure,15,527,2.4,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Hip Fracture,0,153,0,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,PCI,,,,,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,2,49,5.2,As Expected,-121.392,38.60197
2018,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pneumonia,3,83,4.7,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,,,,,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,,,,,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AMI,17,146,8,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke,103,780,10.3,Worse,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,48,249,21,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,40,438,8.5,Worse,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,15,93,20,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,6,0,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,7,317,2.6,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Heart Failure,12,527,2.6,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Hip Fracture,4,183,2.4,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,PCI,,,,,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,0,47,0,As Expected,-121.392,38.60197
2019,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pneumonia,5,85,4.7,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,,,,,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,,,,,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,AMI,11,102,8.2,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke,70,681,8.9,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,35,195,20.3,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,29,412,6.1,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,6,74,13.2,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,4,0,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,8,288,2.7,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Heart Failure,16,461,3.9,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Hip Fracture,4,148,2.3,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,PCI,,,,,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,0,45,,As Expected,-121.392,38.60197
2020,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,Kaiser Foundation Hospitals,IMI,Pneumonia,19,404,4.6,As Expected,-121.392,38.60197
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,AMI,51,1156,5.8,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke,20,269,7.9,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Hemorrhagic,12,61,23.9,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Ischemic,7,207,3,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Subarachnoid,,,,,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Carotid Endarterectomy,0,43,0,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,GI Hemorrhage,2,240,1,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Heart Failure,17,689,2.2,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Hip Fracture,2,98,2.1,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,PCI,32,902,4,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pancreatic Resection,0,4,0,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pneumonia,4,172,2.2,As Expected,-121.452,38.56955
2016,Sacramento,Mercy General Hospital,106340947,Dignity Health,CAB,Isolated CABG Operative Mortalit,3,546,0.58,Better,-121.45,38.57
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,AMI,48,1105,5,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke,12,215,9.4,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Hemorrhagic,5,26,26.6,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Ischemic,7,187,4.7,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Subarachnoid,,,,,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Carotid Endarterectomy,0,55,0,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,GI Hemorrhage,2,251,0.7,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Heart Failure,27,698,3,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Hip Fracture,2,100,2.1,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,PCI,25,831,3.2,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pancreatic Resection,,,,,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pneumonia,6,162,2.6,As Expected,-121.452,38.56955
2017,Sacramento,Mercy General Hospital,106340947,Dignity Health,CAB,Isolated CABG Operative Mortalit,4,542,0.88,As Expected,-121.45,38.57
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,AMI,55,1070,5.7,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke,14,254,7,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Hemorrhagic,9,72,19.6,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Ischemic,5,179,3.1,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Acute Stroke Subarachnoid,0,3,0,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Carotid Endarterectomy,1,43,0.9,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,GI Hemorrhage,4,254,1.5,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Heart Failure,13,828,1.2,Better,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Hip Fracture,2,91,1.7,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,PCI,30,819,4,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pancreatic Resection,0,3,0,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,IMI,Pneumonia,6,227,1.9,As Expected,-121.452,38.56955
2018,Sacramento,Mercy General Hospital,106340947,Dignity Health,CAB,Isolated CABG Operative Mortalit,5,496,1.24,As Expected,-121.45,38.57
